Article Name,Topic,Functions Spanned,Live Link
Use automation with HubSpot's ads tool,Ads,Teams; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/ads/ads-automation
Ads | Frequently Asked Questions,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Campaigns,https://knowledge.hubspot.com/ads/ads-faq
Allow multiple users to manage and create ad campaigns for your ad accounts,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email,https://knowledge.hubspot.com/ads/allow-multiple-users-to-manage-your-facebook-linkedin-and-google-ads-accounts
Analyze ad campaigns in HubSpot,Ads,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Deals; Properties,https://knowledge.hubspot.com/ads/analyze-ad-campaigns-in-hubspot
Target Google ads using HubSpot audiences,Ads,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email; Forms,https://knowledge.hubspot.com/ads/associate-google-ads-audiences-with-a-campaign
Configure sync timeframe and property mappings for your lead ads,Ads,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Properties; Lists; Ads,https://knowledge.hubspot.com/ads/configure-sync-timeframe-and-property-mappings-for-your-lead-ads
Configure the calculation of ROI for paid ad campaigns,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Deals; Ads; Campaigns; Email,https://knowledge.hubspot.com/ads/configure-the-calculation-of-roi-for-paid-ad-campaigns
Connect and set up your ad accounts in HubSpot,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email,https://knowledge.hubspot.com/ads/connect-and-set-up-your-ad-accounts-in-hubspot
Connect your Facebook ad account to HubSpot,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Campaigns,https://knowledge.hubspot.com/ads/connect-your-facebook-ads-account-to-hubspot
Connect your Google Ads account to HubSpot,Ads,Account Settings; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns,https://knowledge.hubspot.com/ads/connect-your-google-ads-account-to-hubspot
Connect your LinkedIn Ads account to HubSpot,Ads,Account Settings; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads,https://knowledge.hubspot.com/ads/connect-your-linkedin-ads-account-to-hubspot
Connect your TikTok ad account to HubSpot,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Deals; Lists,https://knowledge.hubspot.com/ads/connect-your-tiktok-ad-account-to-hubspot
Create ads audiences in HubSpot,Ads,Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Website Pages; Knowledge Base; Contacts,https://knowledge.hubspot.com/ads/create-ads-audiences-in-hubspot
Create and sync ad conversion events with your Meta Ads accounts using Meta's Conversion API,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Deduplicate; Duplicate; Datasets; Ads,https://knowledge.hubspot.com/ads/create-and-sync-ad-conversion-events-with-your-facebook-ads-account
Create and sync ad conversion events with your Google Ads account,Ads,Account Settings; Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Campaigns,https://knowledge.hubspot.com/ads/create-and-sync-ad-conversion-events-with-your-google-ads-account
Create and sync ad conversion events with your LinkedIn Ads account,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Ads; Email,https://knowledge.hubspot.com/ads/create-and-sync-ad-conversion-events-with-your-linkedin-ads-account
Create and sync ad conversion events with your Meta Ads accounts using Meta's Conversion API,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Deduplicate; Duplicate; Datasets; Ads,https://knowledge.hubspot.com/ads/create-and-sync-ad-conversion-events-with-your-meta-ads-accounts-using-metas-conversion-api
Create Facebook ad sequences in HubSpot,Ads,Permissions; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/ads/create-facebook-ad-sequences-in-hubspot
Create Facebook ad campaigns in HubSpot,Ads,Permissions; Users; Ai; Workflow; Automation; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Knowledge Base,https://knowledge.hubspot.com/ads/create-facebook-and-linkedin-lead-ads-in-hubspot
Create Google search ad campaigns in HubSpot,Ads,Users; Ai; Workflow; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads,https://knowledge.hubspot.com/ads/create-google-search-ad-campaigns-in-hubspot
Create LinkedIn ad campaigns in HubSpot,Ads,Users; Ai; Workflow; Automation; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Knowledge Base; Contacts,https://knowledge.hubspot.com/ads/create-linkedin-ad-campaigns-in-hubspot
Data in HubSpot ads doesn't match traffic analytics,Ads,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Email; Social,https://knowledge.hubspot.com/ads/data-in-ads-tool-doesnt-match-traffic-analytics
Understand HubSpot Ads contact attribution and ad network conversions,Ads,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Email; Forms,https://knowledge.hubspot.com/ads/data-in-hubspot-ads-doesnt-match-external-ad-networks
Disconnect your Facebook Ads account from HubSpot,Ads,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email; Forms,https://knowledge.hubspot.com/ads/disconnect-your-facebook-ads-account
Disconnect your Google Ads account from HubSpot,Ads,Account Settings; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email,https://knowledge.hubspot.com/ads/disconnect-your-google-ads-account
Disconnect your LinkedIn Ads account from HubSpot,Ads,Account Settings; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Email; Forms,https://knowledge.hubspot.com/ads/disconnect-your-linkedin-ads-account
Export your ad performance data,Ads,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email; Forms,https://knowledge.hubspot.com/ads/export-your-ads-campaign-data
Troubleshoot your Facebook Ads account connection,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Lists; Ads; Email,https://knowledge.hubspot.com/ads/facebook-ads-account-troubleshooting
Facebook lead ads | Frequently Asked Questions,Ads,Permissions; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/ads/facebook-lead-ads-faq
Understand privacy and consent while using HubSpot ads,Ads,Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Properties,https://knowledge.hubspot.com/ads/hubspot-ads-privacy-features
Install pixels from external ad networks,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Website Pages; Knowledge Base; Contacts; Lists,https://knowledge.hubspot.com/ads/install-pixels-from-external-ad-networks
Install Facebook event codes on your pages,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Ads; Email,https://knowledge.hubspot.com/ads/install-the-facebook-event-codes-on-your-pages
Understand how lead ad fields map to HubSpot properties,Ads,Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Lists,https://knowledge.hubspot.com/ads/lead-ads-field-mappings-to-hubspot
Troubleshoot issues when syncing leads from your Facebook pages to HubSpot,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Campaigns,https://knowledge.hubspot.com/ads/manage-facebook-pages-syncing-leads-to-hubspot
Troubleshoot issues when syncing leads from your LinkedIn Ads accounts to HubSpot,Ads,Permissions; Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads,https://knowledge.hubspot.com/ads/manage-linkedin-ads-accounts-syncing-leads-to-hubspot
Manage your Facebook ad campaigns in HubSpot,Ads,Users; Ai; Workflow; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads,https://knowledge.hubspot.com/ads/manage-your-facebook-ad-campaigns-in-hubspot
Manage your Google ad campaigns in HubSpot,Ads,Users; Ai; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Campaigns,https://knowledge.hubspot.com/ads/manage-your-google-ad-campaigns-in-hubspot
Manage your LinkedIn ad campaigns in HubSpot,Ads,Users; Ai; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Campaigns,https://knowledge.hubspot.com/ads/manage-your-linkedin-ad-campaigns-in-hubspot
Remove ads from Google Ads search campaigns,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email,https://knowledge.hubspot.com/ads/remove-ads-from-google-ads-search-campaigns
Report on ad campaigns using the custom report builder,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Properties; Ads; Campaigns; Email; Forms,https://knowledge.hubspot.com/ads/report-on-ad-campaigns-using-the-custom-report-builder
Review and apply Google Ads recommendations in HubSpot,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Lists; Duplicate; Ads; Campaigns; Email,https://knowledge.hubspot.com/ads/review-and-apply-google-ads-recommendations
Segment contacts based on ad interactions,Ads,Users; Ai; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Properties; Lists; Ads; Email,https://knowledge.hubspot.com/ads/segment-contacts-based-on-ads-interactions
Create and sync ad conversion events with your Meta Ads accounts using Meta's Conversion API,Ads,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Deduplicate; Duplicate; Datasets; Ads,https://knowledge.hubspot.com/ads/share-event-and-website-data-with-facebook-with-the-conversions-api
Sync leads from your lead ad forms to HubSpot,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Properties; Lists,https://knowledge.hubspot.com/ads/sync-leads-from-your-facebook-page-or-linkedin-ads-account-to-hubspot
Target Facebook ads using HubSpot audiences,Ads,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email; Forms,https://knowledge.hubspot.com/ads/target-facebook-ads-using-hubspot-audiences
Target LinkedIn ads using HubSpot audiences,Ads,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email; Forms,https://knowledge.hubspot.com/ads/target-linkedin-ads-using-hubspot-audiences
Track and report on your Google ads in HubSpot,Ads,Account Settings; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns,https://knowledge.hubspot.com/ads/track-and-report-on-google-ads-in-hubspot
Track and report on your LinkedIn ads in HubSpot,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email,https://knowledge.hubspot.com/ads/track-and-report-on-your-linkedin-ads-in-hubspot
Track and report on your Facebook and Instagram ads in HubSpot,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email,https://knowledge.hubspot.com/ads/track-facebook-ads-in-hubspot
Troubleshoot ad tracking issues,Ads,Account Settings; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Duplicate,https://knowledge.hubspot.com/ads/troubleshoot-ad-tracking-issues
Troubleshoot your Google Ads account connection,Ads,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Email,https://knowledge.hubspot.com/ads/troubleshoot-your-google-ads-account-connection
Troubleshoot your LinkedIn Ads account connection,Ads,Account Settings; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Email,https://knowledge.hubspot.com/ads/troubleshoot-your-linkedin-ads-account-connection
